,sector laitude,sector longtitude,Collisions_NUMBER OF PERSONS INJURED,Collisions_NUMBER OF PERSONS KILLED,Collisions_NUMBER OF PEDESTRIANS INJURED,Collisions_NUMBER OF PEDESTRIANS KILLED,Collisions_NUMBER OF CYCLIST INJURED,Collisions_NUMBER OF CYCLIST KILLED,Collisions_NUMBER OF MOTORIST INJURED,Collisions_NUMBER OF MOTORIST KILLED,Collisions_CONTRIBUTING FACTOR VEHICLE 1,Collisions_CONTRIBUTING FACTOR VEHICLE 2,Collisions_CONTRIBUTING FACTOR VEHICLE 3,Collisions_CONTRIBUTING FACTOR VEHICLE 4,Collisions_CONTRIBUTING FACTOR VEHICLE 5,Collisions_VEHICLE TYPE CODE 1,Collisions_VEHICLE TYPE CODE 2,Collisions_VEHICLE TYPE CODE 3,Collisions_VEHICLE TYPE CODE 4,Collisions_VEHICLE TYPE CODE 5,Arrests_PD_CD,Arrests_PD_DESC,Arrests_OFNS_DESC,Arrests_LAW_CODE,Arrests_LAW_CAT_CD,Arrests_ARREST_PRECINCT,Arrests_JURISDICTION_CODE,Arrests_AGE_GROUP,Arrests_PERP_SEX,Arrests_PERP_RACE,Complaint_ADDR_PCT_CD,Complaint_CRM_ATPT_CPTD_CD,Complaint_JURIS_DESC,Complaint_KY_CD,Complaint_LAW_CAT_CD,Complaint_LOC_OF_OCCUR_DESC,Complaint_OFNS_DESC,Complaint_PD_CD,Complaint_PD_DESC,Complaint_PREM_TYP_DESC,Complaint_SUSP_AGE_GROUP,Complaint_SUSP_RACE,Complaint_SUSP_SEX,Complaint_VIC_AGE_GROUP,Complaint_VIC_RACE,Complaint_VIC_SEX,Shooting_PRECINCT,Shooting_JURISDICTION_CODE,Shooting_LOCATION_DESC,Shooting_STATISTICAL_MURDER_FLAG,Shooting_PERP_AGE_GROUP,Shooting_PERP_SEX,Shooting_PERP_RACE,Shooting_VIC_AGE_GROUP,Shooting_VIC_SEX,Shooting_VIC_RACE,sector index
19,40.5151318,-74.25160876,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,Unsafe Speed,Unspecified,,,,PASSENGER VEHICLE,Sedan,,,,905.0,"INTOXICATED DRIVING,ALCOHOL",INTOXICATED & IMPAIRED DRIVING,PL 1200001,M,123.0,0.0,25-44,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,301
20,40.5151318,-74.24416552,0.1111111111111111,0.0,0.017094017094017096,0.0,0.017094017094017096,0.0,0.07692307692307693,0.0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,Unspecified,Unspecified,,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,905.0,"INTOXICATED DRIVING,ALCOHOL",DANGEROUS DRUGS,VTL11920U2,M,123.0,0.0,25-44,M,WHITE,123.0,COMPLETED,N.Y. POLICE DEPT,341.0,MISDEMEANOR,INSIDE,PETIT LARCENY,349.0,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE-HOUSE,45-64,WHITE,F,45-64,WHITE,M,,,,,,,,,,,302
21,40.5151318,-74.23672228,0.1289198606271777,0.0,0.027874564459930314,0.0,0.0,0.0,0.10104529616724739,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,M,123.0,0.0,25-44,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,303
22,40.5151318,-74.22927904,0.3793103448275862,0.0,0.0,0.0,0.0,0.0,0.3793103448275862,0.0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Sedan,Sedan,Sedan,,,101.0,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,VTL051101A,M,123.0,0.0,25-44,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,304
23,40.5151318,-74.2218358,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",ROBBERY,PL 1601001,M,123.0,0.0,<18,M,BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,305
24,40.5151318,-74.21439256,0.16326530612244897,0.0,0.02040816326530612,0.0,0.0,0.0,0.14285714285714285,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,PASSENGER VEHICLE,Sedan,Sedan,,,511.0,"CONTROLLED SUBSTANCE, POSSESSION 7",DANGEROUS DRUGS,PL 2200300,M,123.0,0.0,25-44,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,306
25,40.5151318,-74.20694931999999,0.6973684210526315,0.013157894736842105,0.0,0.013157894736842105,0.0,0.0,0.6973684210526315,0.0,Driver Inattention/Distraction,Reaction to Uninvolved Vehicle,Unspecified,,,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,511.0,"CONTROLLED SUBSTANCE, POSSESSION 7",DANGEROUS DRUGS,PL 2200300,M,123.0,0.0,25-44,M,WHITE,123.0,COMPLETED,N.Y. POLICE DEPT,109.0,FELONY,INSIDE,GRAND LARCENY,402.0,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",RESIDENCE-HOUSE,(null),(null),(null),25-44,WHITE,M,,,,,,,,,,,307
26,40.5151318,-74.19950607999999,0.34183673469387754,0.00510204081632653,0.05612244897959184,0.0,0.0,0.0,0.2857142857142857,0.00510204081632653,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,Station Wagon/Sport Utility Vehicle,,511.0,"CONTROLLED SUBSTANCE, POSSESSION 7",DANGEROUS DRUGS,PL 2200300,M,123.0,0.0,25-44,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,308
27,40.5151318,-74.19206283999999,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,969.0,"TRAFFIC,UNCLASSIFIED INFRACTIO",OTHER TRAFFIC INFRACTION,VTL051101A,M,123.0,0.0,18-24,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,309
28,40.5151318,-74.1846196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unspecified,Unspecified,,,,UNKNOWN,SPORT UTILITY / STATION WAGON,,,,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510B,F,123.0,0.0,45-64,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,310
29,40.520809,-74.24416552,0.296969696969697,0.0,0.006060606060606061,0.0,0.0,0.0,0.28484848484848485,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,PASSENGER VEHICLE,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,922.0,"INTOXICATED DRIVING,ALCOHOL",VEHICLE AND TRAFFIC LAWS,VTL0511001,M,123.0,0.0,25-44,M,WHITE,123.0,COMPLETED,N.Y. POLICE DEPT,341.0,MISDEMEANOR,INSIDE,PETIT LARCENY,349.0,"LARCENY,PETIT OF LICENSE PLATE",OTHER,25-44,WHITE,M,45-64,BLACK,M,,,,,,,,,,,377
30,40.520809,-74.23672228,0.214,0.0,0.01,0.0,0.004,0.0,0.2,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,Sedan,,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,M,123.0,0.0,25-44,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,378
31,40.520809,-74.22927904,0.32,0.0,0.0,0.0,0.0,0.0,0.32,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Following Too Closely,Following Too Closely,,Sedan,Sedan,Sedan,Sedan,,905.0,"INTOXICATED DRIVING,ALCOHOL",INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,123.0,0.0,25-44,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,379
32,40.520809,-74.2218358,0.128,0.0,0.036,0.0,0.0,0.0,0.092,0.0,Driver Inattention/Distraction,Backing Unsafely,Unspecified,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,Sedan,,922.0,"CONTROLLED SUBSTANCE, POSSESSION 7",DANGEROUS DRUGS,PL 2200300,M,123.0,0.0,25-44,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,380
33,40.520809,-74.21439256,0.17266187050359713,0.0,0.02158273381294964,0.0,0.0,0.0,0.1510791366906475,0.0,Driver Inattention/Distraction,Pavement Slippery,Unspecified,Unspecified,,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,511.0,"CONTROLLED SUBSTANCE, POSSESSION 7",DANGEROUS DRUGS,PL 2200300,M,123.0,0.0,25-44,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,381
34,40.520809,-74.20694931999999,0.12440191387559808,0.0,0.023923444976076555,0.0,0.009569377990430622,0.0,0.09090909090909091,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,VAN,,511.0,"CONTROLLED SUBSTANCE, POSSESSION 7",DANGEROUS DRUGS,PL 2200300,M,123.0,0.0,25-44,M,WHITE,123.0,COMPLETED,N.Y. POLICE DEPT,112.0,FELONY,INSIDE,THEFT-FRAUD,739.0,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,45-64,WHITE,M,,,,,,,,,,,382
35,40.520809,-74.19950607999999,0.625,0.0,0.0,0.0,0.125,0.0,0.5,0.0,Alcohol Involvement,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,511.0,"CONTROLLED SUBSTANCE, POSSESSION 7",DANGEROUS DRUGS,PL 2200300,M,123.0,0.0,25-44,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,383
36,40.520809,-74.19206283999999,0.425531914893617,0.02127659574468085,0.0070921985815602835,0.0,0.014184397163120567,0.0,0.40425531914893614,0.02127659574468085,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Following Too Closely,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",DANGEROUS DRUGS,VTL0511001,M,123.0,0.0,25-44,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,384
37,40.520809,-74.1846196,0.2549019607843137,0.0,0.0,0.0,0.0196078431372549,0.0,0.23529411764705882,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,PASSENGER VEHICLE,Sedan,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,511.0,"CONTROLLED SUBSTANCE, POSSESSION 7",DANGEROUS DRUGS,PL 2200300,M,123.0,0.0,25-44,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,385
38,40.520809,-74.17717636,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,Other Vehicular,Driver Inattention/Distraction,,,,Sedan,PASSENGER VEHICLE,,,,567.0,"MARIJUANA, POSSESSION 4 & 5",DANGEROUS DRUGS,PL 2211001,M,123.0,0.0,45-64,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,386
39,40.520809,-74.16973312,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,,,,101.0,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,123.0,0.0,18-24,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,387
40,40.5264862,-74.24416552,0.4,0.0,0.05,0.0,0.0,0.0,0.35,0.0,Failure to Yield Right-of-Way,Backing Unsafely,,,,PASSENGER VEHICLE,Sedan,,,,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",DANGEROUS DRUGS,PL 2201601,F,123.0,0.0,25-44,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,452
41,40.5264862,-74.23672228,0.1958762886597938,0.0,0.010309278350515464,0.0,0.0,0.0,0.18556701030927836,0.0,Driver Inattention/Distraction,Following Too Closely,Unspecified,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,BUS,,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,PL 1552500,M,123.0,0.0,25-44,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,453
42,40.5264862,-74.22927904,0.3364485981308411,0.028037383177570093,0.018691588785046728,0.0,0.0,0.0,0.3177570093457944,0.028037383177570093,Driver Inattention/Distraction,Driver Inattention/Distraction,Pavement Slippery,Pavement Slippery,Pavement Slippery,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,511.0,"CONTROLLED SUBSTANCE, POSSESSION 7",DANGEROUS DRUGS,PL 2200300,M,123.0,0.0,25-44,M,WHITE,123.0,COMPLETED,N.Y. POLICE DEPT,341.0,MISDEMEANOR,FRONT OF,PETIT LARCENY,349.0,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE,M,,,,,,,,,,,454
43,40.5264862,-74.2218358,0.3425414364640884,0.0055248618784530384,0.011049723756906077,0.0,0.0,0.0,0.3314917127071823,0.0055248618784530384,Driver Inattention/Distraction,Driver Inattention/Distraction,Following Too Closely,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,Sedan,,511.0,"CONTROLLED SUBSTANCE, POSSESSION 7",DANGEROUS DRUGS,PL 2200300,M,123.0,0.0,25-44,M,WHITE,123.0,COMPLETED,N.Y. POLICE DEPT,361.0,MISDEMEANOR,FRONT OF,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,(null),(null),(null),45-64,WHITE,M,,,,,,,,,,,455
44,40.5264862,-74.21439256,0.51875,0.0,0.00625,0.0,0.0125,0.0,0.5,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,Sedan,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,,,922.0,"INTOXICATED DRIVING,ALCOHOL",DANGEROUS DRUGS,PL 2200300,M,123.0,0.0,25-44,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,456
